package,file_path,file_frequency
ebean,ebean-core/src/main/java/io/ebeaninternal/server/cluster/package.html,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityExistsException.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/transaction/package.html,2
sqlalchemy,lib/sqlalchemy/dialects/sqlite/base.py,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierUtilImpl.java,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierImpl.java,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/querydefn/DefaultOrmQuery.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/validation/ValidatingLifecycleEventManager.java,2
sqlalchemy,lib/sqlalchemy/engine/create.py,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ArgumentException.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaDataImpl.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbSchemaSupplier.java,2
sqlalchemy,lib/sqlalchemy/ext/asyncio/session.py,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/properties/package.html,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,2
