package,file_path,file_frequency
ebean,tests/test-java16/target/generated-sources/annotations/org/example/records/query/QUserRole.java,2
ebean,kotlin-querybean-generator/src/main/java/io/ebean/querybean/generator/SimpleQueryBeanWriter.java,2
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingSerializer.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/boot/model/naming/NamingHelper.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/SequenceMetaData.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/boot/model/source/internal/hbm/ModelBinder.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/cache/spi/AbstractRegionFactory.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/CockroachDialect.java,2
openjpa,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityTable.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NullIf.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java,2
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/HSQLDialect.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/JsonHelper.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/MySQLDialect.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/OracleDialect.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/OracleServerConfiguration.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AuditManager.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GeneralCase.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Coalesce.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionBuilder.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingFetchConfiguration.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MethodStoreQuery.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultShapePacker.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/boot/registry/internal/BootstrapServiceRegistryImpl.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/JarFileURLMetaDataIterator.java,2
hibernate,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,2
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingSerializer.java,2
hibernate,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/HSQLLegacyDialect.java,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashMap.java,2
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableEntrySet.java,2
